epoch,project_name,project_address,n_donors,allocated_eth,matched_eth,total_eth,leverage,avg_donation_eth
8,Ephemery Testnet - Client Implementation,0xd6f2C2d99Dd39B39f62D44f4842e58cF32b2F90F,29,0.011298,0.329684,0.340982,29.181,0.00039
9,ZachXBT,0xE74bbe83747ad12F24ecc5E9e4fAF7CFd7D487A2,95,0.366704,42.617795,42.984499,116.219,0.00386
9,TORNADO: The War On Code A Documentary by The Rage,0x763024B971cAbdafA229a99E9736169d6D85e010,64,0.387733,33.631431,34.019164,86.739,0.006058
9,Crypto Altruists,0xA50064D462e17f7091eE62BaebeB18BFEBE21507,82,0.292676,29.51902,29.811696,100.859,0.003569
9,SheFi,0x77DCB767ae72d6aff6B8C20c2a76C6f66A5Cb46c,100,0.181863,24.389839,24.571702,134.111,0.001819
9,OAK Research,0x1D7be81B8508728b30522FE1a1a8EeecF71c347e,38,0.271354,13.154218,13.425572,48.476,0.007141
9,Crypto Native,0xaDb8e7F41FD0C9FdbE49C31c6b7Ff00Ca3F0E92E,39,0.156239,9.340355,9.496594,59.782,0.004006
9,Institutional Guide to RWA Token Standards,0x1e3e113d1ec2A020316320c812422997a798B5D2,39,0.202638,8.928986,9.131624,44.064,0.005196
9,ETHPanda,0x17c57bD297175e5711Ee3Daf045252B588f3162F,40,0.159036,8.106044,8.26508,50.97,0.003976
9,Ethereum's Story Goes Mainstream,0xfda84EAda14805beBD3583BbA087769af91BbCfc,36,0.205901,8.021969,8.22787,38.96,0.005719
9,La Blocka Toon,0xEd88424737639e3c891F3f2357E82f33676d98C1,36,0.187232,7.105346,7.292578,37.949,0.005201
9,Interview Series: Celebrating 10 Years of Ethereum & Beyond,0x12fD44062F9EdeC06ef1F58248eF8fcF093ac74c,24,0.235138,5.326406,5.561544,22.652,0.009797
9,Amongst a Potted Plant with Brooke Lacey,0x8eF2d19248A341B46e8071b4C2F0295c41964CC0,29,0.194122,4.878564,5.072686,25.131,0.006694
9,rileybeans & Kimiya Mag,0x54A80e0417008dB88036F4Fb2C4646264717f7a6,30,0.071364,4.617156,4.68852,64.699,0.002379
9,$ilence,0x6CB4420A424581Df2154799c21D4e9A2d1D55826,31,0.13618,4.328322,4.464502,31.784,0.004393
9,The Ticker is ETH,0x085A35D9F98AaADa57fa6933de65Cf7248b9C9aE,32,0.104809,3.933278,4.038087,37.528,0.003275
9,Sembrando Ethereum Stories of Nature and Tech United,0xd9b0052F02ab9f3f8aC7715Ab60F7812241CB8E6,37,0.051064,3.686699,3.737763,72.198,0.00138
9,Fork'd,0xca85460d23Bfb2e0079bAb5AAC84921D9D0762a4,30,0.063759,3.542207,3.605966,55.556,0.002125
9,Gelora (The World Computer Files),0xB4c37667b66788504E678aFb1fd234f24BC0360A,31,0.120891,3.48467,3.605561,28.825,0.0039
9,Shibuya,0xFd1e1CBca077AE058008943C558146D474086852,29,0.057056,3.443032,3.500088,60.345,0.001967
9,Web3Sec,0xd4165c58B83CFDbfd8Dcf8b34F22340F5Cd105E9,27,0.107517,2.489332,2.596849,23.153,0.003982
9,Proof of Intelligence,0xB2Ebc9b3a788aFB1E942eD65B59E9E49A1eE500D,29,0.045511,2.364228,2.409739,51.948,0.001569
9,Ethereum in Plain English,0xa247539785eAD7040D0e070A2F24A320B193AdFE,30,0.047538,2.361093,2.408631,49.667,0.001585
9,Ethereum Explained,0x0B924785D2bBBc8834cbd5Fc63D10543ff799D4D,36,0.037949,2.01472,2.052669,53.09,0.001054
9,Ateh Ugoji,0xF346AD74368171E743ee4226DA0E20F4350c839C,27,0.046835,1.865909,1.912744,39.84,0.001735
9,ETH in a minute,0xe09Dce2c070A7271569A67F27e8eA35c00B2BbfA,32,0.016908,1.41464,1.431548,83.667,0.000528
9,The Ethereum Creator Club (TECC) / The Ethereum Film Festival (TEFF),0x22C7A94d44AEafAC088454749d3F02A5C239A716,22,0.031709,1.066345,1.098054,33.629,0.001441
9,Patchara,0x5BF65EE6f1639E7A1C146D6A638c52fF0567873f,17,0.031498,0.946933,0.978431,30.063,0.001853
9,CastaCrypto,0x2f1580Efbf5A2CF694db389765e8EA863bD5c4d0,21,0.0276,0.867995,0.895595,31.449,0.001314
9,AKINDO,0xc3aC33B56E2641fD4eD25aF24F0FC268c881dc25,22,0.025233,0.641982,0.667215,25.442,0.001147
9,Offbrand Crypto (by Full Value Dan),0x472F64877Ee59E57b92e0c09569feA6c32307D76,16,0.00462,0.219621,0.224241,47.537,0.000289
10,Solidity,0xe2F7cF9C2b12c0BfcdAB571F9E50418fC08F4AD1,54,2.184158,44.101884,46.286042,20.192,0.040447
10,L2BEAT,0x27f76533EFA21772EAB4A89953dfd1f29a2EBFF2,53,2.019882,28.665843,30.685725,14.192,0.038111
10,Revoke.cash,0xe126b3E5d052f1F575828f61fEBA4f4f2603652a,71,1.867857,22.341462,24.209319,11.961,0.026308
10,The Tor Project,0x15c941a44a343B8c46a28F2BB9aFc7a54E255A4f,79,0.408974,18.972187,19.381161,46.39,0.005177
10,Remix Project,0xC92eee6082EbdB804196dDD4d07F8ac20EBD3dC9,40,1.793547,14.833482,16.627029,8.27,0.044839
10,Aestus,0xa095Ee27B11FCAac8e1be84891ab62C74F08C854,30,1.853291,13.698457,15.551748,7.391,0.061776
10,Protocol Guild,0xdddd576bAF106bAAe54bDE40BCac602bB4a7cf79,64,0.298452,14.354768,14.65322,48.097,0.004663
10,ECH Institute,0xdB742f8e3613B1eB056aAbB4A19565Fd1D9158D4,29,1.785535,11.856811,13.642346,6.64,0.06157
10,growthepie,0x9438b8B447179740cD97869997a2FCc9b4AA63a2,87,0.102515,11.863299,11.965814,115.723,0.001178
10,Atlantis,0x5d3014aC88F905b6dB5Ec1Fee21D79Ba9555ae43,40,0.329216,9.530319,9.859535,28.949,0.00823
10,rotki,0x9531C059098e3d194fF87FebB587aB07B30B1306,54,0.266406,9.155912,9.422318,34.368,0.004933
10,Funding the Commons,0x576edCed7475D8F64a5e2D5227c93Ca57d7f5d20,58,0.269521,8.649821,8.919342,32.093,0.004647
10,Dappnode,0x53390590476dC98860316e4B46Bb9842AF55efc4,64,0.088846,8.178737,8.267583,92.055,0.001388
10,EthStaker,0xa83a92297B3d80A70cC396bf74424971A9890704,48,0.187081,7.378725,7.565806,39.441,0.003898
10,Greenpill Dev Guild,0xe09315A86ED0A39862158f5631b928145987fE05,50,0.153418,6.259062,6.41248,40.797,0.003068
10,ZachXBT,0xE74bbe83747ad12F24ecc5E9e4fAF7CFd7D487A2,59,0.165664,5.835592,6.001256,35.225,0.002808
10,Ethereum Attestation Service (EAS),0xBCA48834b3653ec795411EB0FCBE4038F8527d62,55,0.145048,5.56528,5.710328,38.369,0.002637
10,Crypto Altruists,0xa18118bc348E1e78a0725Fd1434520A0a640A852,41,0.19022,5.237383,5.427603,27.533,0.00464
10,Open Source Observer,0x87fEEd6162CB7dFe6B62F64366742349bF4D1B05,36,0.177724,5.013326,5.19105,28.208,0.004937
10,Hypercerts Foundation,0x627D54B88b519A2915B6A5A76fA9530FD085cE26,47,0.147126,4.807026,4.954152,32.673,0.00313
10,SheFi,0x77DCB767ae72d6aff6B8C20c2a76C6f66A5Cb46c,60,0.041755,4.00901,4.050765,96.013,0.000696
10,Blue Energy Reef,0x36f3B600f16a3E00E2562592AC0A0A49DFC65789,37,0.089605,3.376809,3.466414,37.685,0.002422
10,Shutter,0xE55d189beAB58cc3E61Bb2bc6Fe307fB0b5EdCf7,38,0.115034,2.695405,2.810439,23.431,0.003027
10,Blue Filter,0xE764871449A814bD2740AF1110c11424fa08f80b,25,0.154754,1.716388,1.871142,11.091,0.00619
11,Protocol Guild,0xdddd576bAF106bAAe54bDE40BCac602bB4a7cf79,161,0.62802,0.004169,0.632189,0.007,0.003901
